id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Hub distance_HubDist
"3394100030",9/9/2014,975000,"4",2.5,"2720","11049",2,,NONE,Average,10 Very Good,"2720","0.0","1989",0,"98004",47.5815,-122.192,"2750","11049",0.222493717931318
"3717000160",10/9/2014,287000,"4",2.5,"2240","4648",2,false,NONE,Average,7 Average,"2240","0.0","2005",0,"98001",47.3378,-122.257,"2221","4557",0.991841875311621
"1274500060",8/25/2014,204000,"3",1,"1000","12070",1,false,NONE,Good,7 Average,"1000","0.0","1968",,"98042",47.3621,-122.11,"1010","12635",0.438348176167669
"1802000060",6/12/2014,1330000,"5",2.25,"3200","20158",1,false,NONE,Average,8 Good,"1600","1600.0","1965",0,"98004",47.6303,-122.215,"3390","20158",0.356965690351704
"1525059190",9/12/2014,1040000,"5",3.25,"4770","50094",1,false,NONE,Good,11 Excellent,"3070","1700.0","1973",0,"98005",47.6525,-122.16,"3530","38917",0.398376318629023
"1049000060",1/5/2015,325000,"3",2,"1260","5612",1,false,NONE,Good,7 Average,"1260","0.0","1972",0,"98034",47.7362,-122.179,"1640","4745",0.373912601565508
"8820901275",6/10/2014,571000,"4",2,"2750","7807",1.5,false,NONE,Very Good,7 Average,"2250","500.0","1916",0,"98125",47.7168,-122.287,"1510","7807",0.387800668622872
"5416510140",7/10/2014,360000,"4",2.5,"2380","5000",2,false,NONE,Average,8 Good,"2380","0.0","2005",,"98038",47.3608,-122.036,"2420","5000",0.220920332131572
"3444100400",3/16/2015,349000,"3",1.75,"1790","50529",1,false,NONE,Very Good,7 Average,"1090","700.0","1965",0,"98042",47.3511,-122.073,"1940","50529",0.120027984083385
"3276920270",11/5/2014,832500,"4",4,"3430","35102",2,false,NONE,Good,10 Very Good,"2390","1040.0","1986",0,"98075",47.5822,-121.987,"3240","35020",0.112223145894887
"4036801170",10/13/2014,380000,"4",1.75,"1760","7300",1,false,NONE,Average,7 Average,"880","880.0","1956",,"98008",47.6034,-122.125,"1680","7500",0.490860178118114
"2391600320",4/20/2015,480000,"3",1,"1040","5060",1,false,NONE,Average,7 Average,"1040","0.0","1941",,"98116",47.5636,-122.394,"890","5060",0.565639352475337
"6300000287",6/9/2014,410000,"3",1,"1410","5060",1,false,NONE,Good,7 Average,"910","500.0","1956",0,"98133",47.7073,-122.34,"1130","5693",0.859436641227724
"1531000030",3/23/2015,720000,"4",2.5,"3450","39683",2,false,NONE,Average,10 Very Good,"3450",?,"2002",0,"98010",47.342,-122.025,"3350","39750",0.405343336293912
"5104520400",12/2/2014,390000,"3",2.5,"2350","5100",2,false,NONE,Average,8 Good,"2350","0.0","2003",0,"98038",47.3512,-122.008,"2350","5363",0.448289635724365
"7437100340",12/22/2014,360000,"4",2.5,"1900","5889",2,false,NONE,Average,7 Average,"1900","0.0","1992",0,"98038",47.349,-122.031,"1870","6405",0.490645408965433
"9418400240",10/28/2014,355000,"2",1,"2020","6720",1,false,NONE,Average,7 Average,"1010","1010.0","1948",0,"98118",47.5474,-122.291,"1720","6720",1.67304168495898
"1523059105",1/28/2015,356000,"3",1.5,"1680","8712",1,false,NONE,Average,8 Good,"1680","0.0","1964",0,"98059",47.4811,-122.149,"1850","8797",0.854210246752213
"1133000671",6/2/2014,315000,"3",1,"960","6634",1,false,NONE,Average,6 Low Average,"960","0.0","1952",0,"98125",47.7264,-122.31,"1570","7203",0.446454659573767
"4232902595",11/14/2014,940000,"3",1.5,"2140","3600",2,false,NONE,Average,9 Better,"1900","240.0","1925",0,"98119",47.6337,-122.365,"2020","4800",0.675987599865298
"2599001200",11/3/2014,305000,"5",2.25,"2660","8400",1.5,false,NONE,Very Good,7 Average,"2660","0.0","1961",0,"98092",47.2909,-122.189,"1590","8165",0.775781751584058
"3342103156",6/18/2014,461000,"3",3.25,"2770","6278",2,,NONE,Average,9 Better,"1980","790.0","2006",0,"98056",47.5228,-122.199,"1900","7349",0.410437140188494
"1332700270",5/19/2014,215000,"2",2.25,"1610","2040",2,false,NONE,Good,7 Average,"1610","0.0","1979",,"98056",47.518,-122.194,"1950","2025",0.615550949758647
"3869900162",9/4/2014,335000,"2",1.75,"1030","1066",2,false,NONE,Average,7 Average,"765","265.0","2006",,"98136",47.5394,-122.387,"1030","1106",0.420329713432756
"2791500270",5/22/2014,243500,"4",2.5,"1980","7403",2,false,NONE,Average,7 Average,"1980","0.0","1988",0,"98023",47.2897,-122.372,"1980","7510",0.855211252937855
"5036300431",3/11/2015,1100000,"5",2.75,"3520","6353",2,false,NONE,Good,10 Very Good,"3520","0.0","2001",0,"98199",47.6506,-122.391,"2520","6250",0.0411360698653064
"4168000060",2/26/2015,153000,"3",1,"1200","10500",1,false,NONE,Average,7 Average,"1200","0.0","1962",0,"98023",47.322,-122.351,"1350","10500",0.326462533728754
"6021501535",7/25/2014,430000,"3",1.5,"1580","5000",1,false,NONE,Average,8 Good,"1290","290.0","1939",0,"98117",47.687,-122.386,"1570","4500",1.05807115494063
"6021501535",12/23/2014,700000,"3",1.5,"1580","5000",1,false,NONE,Average,8 Good,"1290","290.0","1939",0,"98117",47.687,-122.386,"1570","4500",1.05807115494063
"1483300570",9/8/2014,905000,"4",2.5,"3300","10250",1,false,NONE,Average,7 Average,"2390","910.0","1946",1991,"98040",47.5873,-122.249,"1950","6045",0.231113672402089
"3422049190",3/30/2015,247500,"3",1.75,"1960","15681",1,false,NONE,Average,7 Average,"1960","0.0","1967",0,"98032",47.3576,-122.277,"1750","15616",0.296366611075178
"1099611230",9/12/2014,199000,"4",1.5,"1160","6400",1,false,NONE,Good,7 Average,"1160","0.0","1975",0,"98023",47.3036,-122.378,"1160","6400",0.523039027138477
"722079104",7/11/2014,314000,"3",1.75,"1810","41800",1,false,NONE,Very Good,7 Average,"1210","600.0","1980",0,"98038",47.4109,-121.958,"1650","135036",0.635148679151918
"7338200240",5/16/2014,437500,"3",2.5,"2320","36847",2,false,AVERAGE,Average,9 Better,"2320","0.0","1992",0,"98045",47.4838,-121.714,"2550","35065",0.115378775885978
"1952200240",6/11/2014,850830,"3",2.5,"2070","13241",1.5,false,NONE,Very Good,9 Better,"1270","800.0","1910",0,"98102",47.6415,-122.315,"2200","4500",0.0646537168437231
"5200100125",10/27/2014,555000,"3",2,"1980","3478",1.5,false,NONE,Good,7 Average,"1440","540.0","1929",0,"98117",47.6775,-122.372,"1610","3478",1.14518911898695
"7214720075",12/12/2014,699950,"3",2.25,"2190","107593",2,false,NONE,Good,8 Good,"2190","0.0","1983",0,"98077",47.7731,-122.08,"2570","47777",0.360603126348703
"2450000295",10/7/2014,1090000,"3",2.5,"2920","8113",2,false,NONE,Average,8 Good,"2920","0.0","1950",2010,"98004",47.5814,-122.196,"2370","8113",0.181530312330562
"6197800045",9/24/2014,290000,"3",1,"1210","33919",1,false,NONE,Average,7 Average,"1210","0.0","1954",0,"98058",47.4375,-122.184,"1640","14910",0.560974685047724
"1328310370",4/2/2015,375000,"3",2.5,"2340","10005",1,,NONE,Good,8 Good,"1460","880.0","1978",,"98058",47.4431,-122.133,"2250","8162",0.355188560061377
"546000875",5/23/2014,460000,"3",1,"1670","4005",1.5,false,NONE,Good,7 Average,"1170","500.0","1939",0,"98117",47.6878,-122.38,"1240","4005",1.13394927633097
"3530510041",7/23/2014,188500,"2",1.75,"1240","2493",1,false,NONE,Good,8 Good,"1240","0.0","1985",0,"98198",47.3813,-122.322,"1270","4966",0.192646371722217
"1853000400",3/5/2015,680000,"4",2.5,"3140","28037",2,false,NONE,Good,10 Very Good,"3140","0.0","1991",0,"98077",47.7304,-122.082,"2990","35001",0.223763544709972
"3134100116",8/27/2014,470000,"5",1.75,"2030","12342",2,false,NONE,Good,7 Average,"2030","0.0","1942",0,"98052",47.6417,-122.109,"2500","9433",0.329949050793896
"9545230140",7/25/2014,597750,"4",2.5,"2310","9624",2,false,NONE,Average,8 Good,"2310","0.0","1984",,"98027",47.5386,-122.053,"1940","9636",0.309855663190497
"3362400511",3/4/2015,570000,"3",1.75,"1260","3328",1,false,NONE,Very Good,6 Low Average,"700","560.0","1905",0,"98103",47.6823,-122.349,"1380","3536",0.246913057329189
"2525310310",9/16/2014,272500,"3",1.75,"1540","12600",1,false,NONE,Good,7 Average,"1160",?,"1980",0,"98038",47.3624,-122.031,"1540","11656",0.197174702366769
"6126500060",11/24/2014,329950,"3",1.75,"2080","5969",1,false,AVERAGE,Average,7 Average,"1080","1000.0","1971",0,"98108",47.5474,-122.295,"2090","5500",1.54589913038603
"8961960160",10/28/2014,480000,"4",2.5,"3230","16171",2,false,,Average,9 Better,"2520","710.0","2001",0,"98001",47.3183,-122.253,"2640","8517",0.20227306277003
"3626039325",11/21/2014,740500,"3",3.5,"4380","6350",2,false,NONE,Average,8 Good,"2780",?,"1900",,"98117",47.6981,-122.368,"1830","6350",0.863399694234275
"3362400431",6/26/2014,518500,"3",3.5,"1590","1102",3,false,NONE,Average,8 Good,"1590","0.0","2010",0,"98103",47.6824,-122.347,"1620","3166",0.182393181414676
"4060000240",6/23/2014,205425,"2",1,"880","6780",1,false,NONE,Good,6 Low Average,"880","0.0","1945",0,"98178",47.5009,-122.248,"1190","6780",0.541673361323014
"3454800060",1/8/2015,171800,"4",2,"1570","9600",1,,NONE,Average,6 Low Average,"1570","0.0","1950",0,"98168",47.4965,-122.303,"1880","9000",0.614964414875788
"1695900060",5/11/2015,535000,"4",1,"1610","2982",1.5,false,NONE,Good,7 Average,"1610","0.0","1925",0,"98144",47.587,-122.294,"1610","4040",0.235262259355849
"7278700070",1/2/2015,660000,"3",2.5,"2400","6474",1,false,AVERAGE,Average,8 Good,"1560","840.0","1964",0,"98177",47.7728,-122.386,"2340","10856",0.375550283945661
"6675500070",11/19/2014,391500,"3",2,"1450","9132",1,false,NONE,Average,7 Average,"1450","0.0","1987",,"98034",47.7288,-122.226,"1580","9104",0.0968038746190934
"3626039187",4/6/2015,395000,"2",1,"770","6000",1,false,NONE,Average,6 Low Average,"770","0.0","1953",0,"98117",47.6999,-122.364,"1710","6000",0.740246216009884
"3524049083",11/4/2014,445000,"4",1.75,"2100","4400",1.5,,NONE,Very Good,7 Average,"1720","380.0","1924",0,"98118",47.5299,-122.266,"1850","4400",0.127109511551962
"3275860240",6/18/2014,770000,"3",2.25,"2910","10204",2,false,NONE,Average,9 Better,"2910","0.0","1990",0,"98052",47.6897,-122.098,"2700","13992",0.420896833185051
"4389200955",3/2/2015,1450000,"4",2.75,"2750","17789",1.5,false,NONE,Average,8 Good,"1980","770.0","1914",1992,"98004",47.6141,-122.212,"3060","11275",0.179206315075553
"4058801670",7/17/2014,445000,"3",2.25,"2100","8201",1,,AVERAGE,Average,8 Good,"1620","480.0","1967",0,"98178",47.5091,-122.244,"2660","8712",0.166597142356337
"8732020310",7/17/2014,260000,"4",2.25,"2160","8811",1,false,NONE,Average,8 Good,"1360","800.0","1978",,"98023",47.3129,-122.39,"2090","8400",0.0669343430928233
"2331300505",6/13/2014,822500,"5",3.5,"2320","4960",2,false,NONE,Very Good,7 Average,"1720","600.0","1926",,"98103",47.6763,-122.352,"1700","4960",0.267508696686487
"7853210060",4/6/2015,430000,"4",2.5,"2070","4310",2,false,,Average,7 Average,"2070","0.0","2004",0,"98065",47.5319,-121.85,"1970","3748",0.103857975835688
"3668000070",1/5/2015,212000,"3",1.75,"1060","7875",1,false,NONE,Good,7 Average,"1060","0.0","1986",0,"98092",47.2761,-122.152,"1420","7680",0.701555992965832
"9545240070",4/28/2015,660500,"4",2.25,"2010","9603",1,false,NONE,Average,8 Good,"1440","570.0","1986",0,"98027",47.5343,-122.054,"2060","9793",0.366669811688019
"1243100136",6/12/2014,784000,"3",3.5,"3950","111078",1.5,false,NONE,Average,9 Better,"2460","1490.0","1989",0,"98052",47.697,-122.072,"2480","88500",0.15670999842447
"8929000270",5/12/2014,453246,"3",2.5,"2010","2287",2,false,NONE,Average,8 Good,"1390","620.0","2014",0,"98029",47.5517,-121.998,"1690","1662",0.215057954898845
"2767602356",1/26/2015,675000,"4",3.5,"2140","2278",3,false,NONE,Average,9 Better,"2140","0.0","2005",0,"98107",47.6734,-122.38,"1540","2285",0.633956571716398
"921049315",8/13/2014,199000,"3",1.75,"1320","17390",1,false,NONE,Good,7 Average,"1320","0.0","1956",,"98003",47.3257,-122.296,"1550","19265",0.115068091263555
"3655000070",8/5/2014,220000,"4",1.75,"2020","7840",1,false,NONE,Average,7 Average,"1010","1010.0","1968",0,"98003",47.3309,-122.299,"1750","8140",0.122437091119057
"4027700812",5/29/2014,452000,"4",2.25,"2590","10002",1,false,NONE,Good,8 Good,"1340","1250.0","1968",,"98028",47.7689,-122.266,"1550","10436",0.499717996262251
"3992700335",7/7/2014,382500,"2",1,"1190","4440",1,false,NONE,Average,6 Low Average,"1190","0.0","1981",0,"98125",47.7135,-122.287,"1060","5715",0.54972457517626
"2767603505",5/7/2014,519950,"3",2.25,"1170","1249",3,false,NONE,Average,8 Good,"1170","0.0","2014",,"98107",47.6722,-122.381,"1350","1310",0.541417291051809
"4232901525",6/27/2014,665000,"2",1,"1110","3200",1,false,NONE,Average,7 Average,"1110","0.0","1925",0,"98119",47.6338,-122.358,"1170","3600",0.886224115340525
"1777500060",7/8/2014,527700,"5",2.5,"2820","9375",1,false,NONE,Good,8 Good,"1550","1270.0","1968",,"98006",47.5707,-122.128,"2820","9375",0.567664813084938
"1432900240",5/8/2015,205000,"3",1,"1610","8579",1,false,NONE,Good,7 Average,"1010","600.0","1962",0,"98058",47.4563,-122.171,"1610","8579",0.612499048180238
"6140100875",4/15/2015,420000,"3",1,"1060","8097",1,false,NONE,Good,7 Average,"940","120.0","1923",,"98133",47.7144,-122.351,"1560","7940",0.729083843717315
"6071600370",2/27/2015,500000,"4",2.25,"2030","8517",1,false,NONE,Good,8 Good,"1380","650.0","1961",0,"98006",47.5495,-122.174,"2230","8824",0.322183848168523
"1526069017",12/3/2014,921500,"4",2.5,"3670","315374",2,false,NONE,Good,9 Better,"3670","0.0","1994",0,"98077",47.7421,-122.026,"2840","87991",0.806521199589627
"809001525",6/25/2014,890000,"4",1,"2550","4000",2,false,NONE,Average,8 Good,"2370","180.0","1905",0,"98109",47.6354,-122.353,"2200","4000",0.751174676489244
"3224079105",8/6/2014,430000,"2",2.5,"2420","60984",2,false,NONE,Average,7 Average,"2420","0.0","2007",0,"98027",47.5262,-121.943,"1940","193842",0.341452646608108
"8075400570",10/30/2014,258000,"5",2,"2260","12500",1,false,NONE,Good,8 Good,"1130","1130.0","1960",0,"98032",47.3887,-122.286,"1360","18000",0.59714317000603
"1994200024",11/4/2014,511000,"3",1,"1430","3455",1,false,NONE,Average,7 Average,"980","450.0","1947",0,"98103",47.6873,-122.336,"1450","4599",0.178349824892758
"3362900810",8/20/2014,532170,"3",2,"1360","3090",2,false,NONE,Average,8 Good,"1360","0.0","1990",0,"98103",47.6838,-122.353,"1500","3090",0.459995774199802
"1324300398",4/9/2015,560000,"3",1,"1110","5000",1.5,false,NONE,Average,7 Average,"1110","0.0","1947",0,"98107",47.655,-122.359,"1420","5000",0.148643004581904
"537000445",3/31/2015,282950,"3",1,"1250","8200",1,,NONE,Good,7 Average,"1250","0.0","1954",0,"98003",47.3255,-122.304,"1680","8633",0.0584370729851268
"7855801670",4/1/2015,2250000,"4",3.25,"5180","19850",2,false,GOOD,Average,12 Luxury,"3540","1640.0","2006",0,"98006",47.562,-122.162,"3160","9750",0.256662276501491
"7920100045",5/16/2014,350000,"1",1,"700","5100",1,false,NONE,Average,7 Average,"700","0.0","1942",0,"98115",47.679,-122.3,"1010","5100",0.584517186782438
"8960000030",7/28/2014,215000,"3",1,"1180","7669",1,false,NONE,Good,7 Average,"1180","0.0","1967",0,"98058",47.4479,-122.176,"1190","7669",0.223743138666974
"6388930390",11/20/2014,650000,"5",3.5,"3960","25245",2,false,NONE,Average,9 Better,"2500","1460.0","1996",0,"98056",47.525,-122.172,"2640","13675",0.14122355644141
